relative_path,category,extension,size_bytes,size_human,modified_utc,hash_type,hash_value,cad_version_code,cad_version_label,pdf_pages,image_width,image_height,zip_entries,zip_uncompressed_bytes,risk_flags,zip_extension_counts,zip_suspicious_entries
20260710223037/shading/Colmap/images/1783693923.189313.png,Image,.png,1302644,1.24 MB,2026-07-20T15:24:02+00:00,sha256-full,b30fcc713cf124b9f5065209ca08116ab2db2143f5bd780e6fb9d131b09de27f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693905.159468.png,Image,.png,984320,961.25 KB,2026-07-20T15:23:34+00:00,sha256-full,06fca0e28310ea4e8303c2ecd6989062d5de51232faddbfeaa8f58c869b25186,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694024.941899.png,Image,.png,1383903,1.32 MB,2026-07-20T15:26:46+00:00,sha256-full,01e5e8c2c21ce42eea3805cdcff9383d4561053b35c60869d5834b4bd350803f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693846.696395.png,Image,.png,1434416,1.37 MB,2026-07-20T15:22:05+00:00,sha256-full,03ead6767f038c8cf7d1e9f64dd13ebe95449c184f7697a4cb7b1ecb5bace58b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693889.004018.png,Image,.png,586075,572.34 KB,2026-07-20T15:23:11+00:00,sha256-full,ba735b30acf5a22b417b3eef35dbe846dddfecc1e1ed3d8d9ca5852c476aa9b5,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694073.229749.png,Image,.png,1332550,1.27 MB,2026-07-20T15:28:07+00:00,sha256-full,e78b0190768686d826879cb6ef93cb9c80000389a117b2cecf95f62cdc51d8f0,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693896.144547.png,Image,.png,1203769,1.15 MB,2026-07-20T15:23:20+00:00,sha256-full,45985cbfc9e65396ed5609293a369cbbc055f044d4436b9d73e1a92f8cf2bbc7,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694032.439458.png,Image,.png,1313237,1.25 MB,2026-07-20T15:27:02+00:00,sha256-full,5c51b43403d5af49393274e9fed5f328e4cf2f10cee7c39bf903224b9ad1d704,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693915.423983.png,Image,.png,1260978,1.20 MB,2026-07-20T15:23:49+00:00,sha256-full,b190af5b2cf12d5efcbc3676dfa4af88883d8f0071138d3105540f68bf0c91f6,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693982.009447.png,Image,.png,1243450,1.19 MB,2026-07-20T15:25:36+00:00,sha256-full,be22d4b92cbddac7eadeca1bd3a418e3a2dde7d1ae16a713cbf37046413ed018,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693860.441891.png,Image,.png,1170518,1.12 MB,2026-07-20T15:22:28+00:00,sha256-full,24d09db0d14286c8806605de7abe3d2eaa470b2e86a1e57481e529a7f05beff8,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693864.904722.png,Image,.png,1339170,1.28 MB,2026-07-20T15:22:36+00:00,sha256-full,9783b1653b91a6588d37c9581dbbcb055414d3ef4bd045f7db9b3eddd4b577ee,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694050.826324.png,Image,.png,743321,725.90 KB,2026-07-20T15:27:29+00:00,sha256-full,aa45d75b9cdc29e343449a8c9c8f36143239944c14831808bf364837451c2f08,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693989.239252.png,Image,.png,1417222,1.35 MB,2026-07-20T15:25:52+00:00,sha256-full,078707b7eb9f76ab7a724d672efa49ba57181f0000791f18f2374e67a101549f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694031.546889.png,Image,.png,1338642,1.28 MB,2026-07-20T15:27:00+00:00,sha256-full,26406cdda431a473f497ebc6858680e7da03361233a293136d4b6dcc468aff55,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693964.961426.png,Image,.png,950098,927.83 KB,2026-07-20T15:25:06+00:00,sha256-full,6656373f3ac5d43567d25670111d46f9c3891252365a93ca2d144ae1eeb8eb7c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694017.176567.png,Image,.png,1218208,1.16 MB,2026-07-20T15:26:31+00:00,sha256-full,7bbc886c17e6394c3f4feb114fb0f422d73e6439702c4dbb14a27cf3539210cb,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
